"help_vote","vote","hf_ratio","rank","is_top","hof","vine"
8,8,1,27794274,FALSE,0,0
40,51,0.784313725490196,5575458,FALSE,0,0
2,3,0.666666666666667,11733655,FALSE,0,0
5,5,1,8035992,FALSE,0,0
13,22,0.590909090909091,866395,FALSE,0,0
16,20,0.8,2297938,FALSE,0,0
26,28,0.928571428571429,263142,FALSE,0,0
10,13,0.769230769230769,1794828,FALSE,0,0
49,62,0.790322580645161,677230,FALSE,0,0
0,0,0,16060259,FALSE,0,0
3,3,1,6474709,FALSE,0,0
255,292,0.873287671232877,16436,FALSE,0,0
3,10,0.3,35115509,FALSE,0,0
15,42,0.357142857142857,23175988,FALSE,0,0
6,8,0.75,811447,FALSE,0,0
0,0,0,21471471,FALSE,0,0
0,0,0,4997229,FALSE,0,0
35,49,0.714285714285714,1323166,FALSE,0,0
0,0,0,5224120,FALSE,0,0
28,39,0.717948717948718,579429,FALSE,0,0
793,968,0.819214876033058,14954,TRUE,0,1
140,175,0.8,44226,FALSE,0,0
2,4,0.5,5884823,FALSE,0,0
0,1,0,34671041,FALSE,0,0
0,0,0,26042375,FALSE,0,0
74,93,0.795698924731183,245811,FALSE,0,0
6023,6891,0.874038601073864,2027,TRUE,0,1
0,0,0,8637660,FALSE,0,0
106,135,0.785185185185185,168138,FALSE,0,0
0,0,0,7886291,FALSE,0,0
0,0,0,9619757,FALSE,0,0
67,71,0.943661971830986,392321,FALSE,0,0
11,11,1,1659057,FALSE,0,0
1,1,1,2554248,FALSE,0,0
1094,1261,0.867565424266455,4195,TRUE,0,1
0,0,0,28023173,FALSE,0,0
97,111,0.873873873873874,682327,FALSE,0,0
51,68,0.75,300186,FALSE,0,0
0,0,0,23401734,FALSE,0,0
3,4,0.75,2939750,FALSE,0,0
0,0,0,26778220,FALSE,0,0
138,155,0.890322580645161,326915,FALSE,0,0
5,11,0.454545454545455,3265455,FALSE,0,0
1,1,1,7040500,FALSE,0,0
0,0,0,10043867,FALSE,0,0
2,6,0.333333333333333,34741457,FALSE,0,0
1,1,1,8931749,FALSE,0,0
7,8,0.875,4436990,FALSE,0,0
8,31,0.258064516129032,35337206,FALSE,0,0
2,11,0.181818181818182,35230632,FALSE,0,0
0,0,0,9284847,FALSE,0,0
146,179,0.815642458100559,148038,FALSE,0,0
1888,2147,0.87936655798789,5473,TRUE,0,1
121,148,0.817567567567568,67883,FALSE,0,0
2,3,0.666666666666667,28589417,FALSE,0,0
4,4,1,2787530,FALSE,0,0
73,112,0.651785714285714,313139,FALSE,0,0
129,156,0.826923076923077,55940,FALSE,0,0
100,139,0.719424460431655,228266,FALSE,0,0
0,0,0,20365614,FALSE,0,0
360,393,0.916030534351145,12494,FALSE,0,0
38,55,0.690909090909091,1070730,FALSE,0,0
6,7,0.857142857142857,3484955,FALSE,0,0
1,4,0.25,22078672,FALSE,0,0
5,7,0.714285714285714,2201677,FALSE,0,0
2571,2650,0.970188679245283,227727,TRUE,0,1
10,34,0.294117647058824,35328227,FALSE,0,0
3520,3808,0.92436974789916,2416,TRUE,0,1
5,7,0.714285714285714,11073012,FALSE,0,0
24,55,0.436363636363636,1817288,FALSE,0,0
18,23,0.782608695652174,3399169,FALSE,0,0
1,1,1,3808611,FALSE,0,0
0,2,0,34807106,FALSE,0,0
2973,3196,0.930225281602002,508,TRUE,0,1
0,0,0,27040146,FALSE,0,0
14,35,0.4,34403117,FALSE,0,0
0,1,0,35100427,FALSE,0,0
40,80,0.5,35171242,FALSE,0,0
50,72,0.694444444444444,261406,FALSE,0,0
618,670,0.922388059701493,6390,FALSE,0,0
9,11,0.818181818181818,2139774,FALSE,0,0
0,5,0,34690515,FALSE,0,0
1,1,1,4611844,FALSE,0,0
7,8,0.875,1696428,FALSE,0,0
73,84,0.869047619047619,1095243,FALSE,0,0
94,121,0.776859504132231,162374,FALSE,0,0
7,10,0.7,2486488,FALSE,0,0
3,3,1,3646901,FALSE,0,0
11,17,0.647058823529412,3692885,FALSE,0,0
0,0,0,28100664,FALSE,0,0
4,5,0.8,4618617,FALSE,0,0
0,0,0,24046929,FALSE,0,0
63,88,0.715909090909091,120271,FALSE,0,0
1139,1295,0.87953667953668,43195,TRUE,0,1
355,456,0.778508771929825,17475,FALSE,0,0
290,427,0.679156908665105,571564,FALSE,0,0
2105,2302,0.914422241529105,9902,FALSE,0,0
11,19,0.578947368421053,734259,FALSE,0,0
1370,1706,0.803048065650645,3277,TRUE,0,1
46,48,0.958333333333333,17266971,FALSE,0,0
64,76,0.842105263157895,205169,FALSE,0,0
0,0,0,1483825,FALSE,0,0
2,3,0.666666666666667,3650486,FALSE,0,0
22,23,0.956521739130435,1963090,FALSE,0,0
4,5,0.8,19578837,FALSE,0,0
414,429,0.965034965034965,33892,FALSE,0,0
1,1,1,15166956,FALSE,0,0
703,848,0.829009433962264,46426,FALSE,0,0
0,0,0,26203356,FALSE,0,0
5,9,0.555555555555556,19526108,FALSE,0,0
23,28,0.821428571428571,3130056,FALSE,0,0
0,0,0,34530396,FALSE,0,0
5818,6447,0.902435241197456,406,TRUE,0,1
0,0,0,18377920,FALSE,0,0
0,0,0,7093722,FALSE,0,0
0,0,0,27776205,FALSE,0,0
35,41,0.853658536585366,193123,FALSE,0,0
10,10,1,1975839,FALSE,0,0
9,11,0.818181818181818,7340201,FALSE,0,0
0,0,0,30555040,FALSE,0,0
0,0,0,7315094,FALSE,0,0
27,29,0.931034482758621,218548,FALSE,0,0
8,12,0.666666666666667,4049169,FALSE,0,0
4,8,0.5,4262361,FALSE,0,0
3,3,1,4720327,FALSE,0,0
1,1,1,8490896,FALSE,0,0
5,6,0.833333333333333,3536438,FALSE,0,0
174,216,0.805555555555556,56676,FALSE,0,0
2,3,0.666666666666667,14194019,FALSE,0,0
3,5,0.6,3753402,FALSE,0,0
4,10,0.4,35187433,FALSE,0,0
0,2,0,35124874,FALSE,0,0
6,8,0.75,1619860,FALSE,0,0
17039,19783,0.861295051306677,1497,TRUE,0,1
28,35,0.8,391264,FALSE,0,0
161,181,0.889502762430939,56489,FALSE,0,0
2,8,0.25,26231787,FALSE,0,0
5060,6112,0.827879581151832,1641,TRUE,0,1
60,191,0.31413612565445,35310686,FALSE,0,0
26,27,0.962962962962963,571698,FALSE,0,0
151,175,0.862857142857143,40739,FALSE,0,0
92,121,0.760330578512397,181653,FALSE,0,0
134,147,0.91156462585034,68485,FALSE,0,0
7,8,0.875,3585666,FALSE,0,0
1,1,1,16637063,FALSE,0,0
17,25,0.68,3236073,FALSE,0,0
29,41,0.707317073170732,13503597,FALSE,0,0
4,4,1,12452715,FALSE,0,0
613,763,0.803407601572739,12060,FALSE,0,0
2887,3364,0.85820451843044,1604,FALSE,0,0
0,2,0,35147961,FALSE,0,0
0,0,0,10999639,FALSE,0,0
13,18,0.722222222222222,575437,FALSE,0,0
54,75,0.72,28360580,FALSE,0,0
0,0,0,14090905,FALSE,0,0
0,0,0,13697330,FALSE,0,0
9,15,0.6,963399,FALSE,0,0
17,20,0.85,1907030,FALSE,0,0
0,0,0,26962181,FALSE,0,0
13,23,0.565217391304348,4740392,FALSE,0,0
0,0,0,20939838,FALSE,0,0
42,53,0.792452830188679,573887,FALSE,0,0
0,0,0,22507100,FALSE,0,0
0,0,0,16081644,FALSE,0,0
119,126,0.944444444444444,96558,FALSE,0,0
14,49,0.285714285714286,34942544,FALSE,0,0
0,0,0,24065101,FALSE,0,0
4,5,0.8,6308719,FALSE,0,0
70,81,0.864197530864197,121533,FALSE,0,0
95,126,0.753968253968254,658063,FALSE,0,0
39,50,0.78,675466,FALSE,0,0
21,28,0.75,2561904,FALSE,0,0
7,9,0.777777777777778,4996693,FALSE,0,0
59,74,0.797297297297297,417644,FALSE,0,0
52,57,0.912280701754386,1408044,FALSE,0,0
31,39,0.794871794871795,27586192,FALSE,0,0
0,0,0,14900000,FALSE,0,0
0,0,0,34202324,FALSE,0,0
9,9,1,916618,FALSE,0,0
8,22,0.363636363636364,7113200,FALSE,0,0
3,7,0.428571428571429,16040368,FALSE,0,0
156,844,0.184834123222749,35351926,FALSE,0,0
0,1,0,22883515,FALSE,0,0
64,78,0.82051282051282,436331,FALSE,0,0
17,23,0.739130434782609,875072,FALSE,0,0
27,34,0.794117647058823,426529,FALSE,0,0
2,3,0.666666666666667,1126572,FALSE,0,0
122,183,0.666666666666667,695817,FALSE,0,0
1,1,1,5163730,FALSE,0,0
0,0,0,13573226,FALSE,0,0
0,1,0,34567519,FALSE,0,0
0,0,0,20135442,FALSE,0,0
2,2,1,9425363,FALSE,0,0
92,124,0.741935483870968,238284,FALSE,0,0
9,12,0.75,1430387,FALSE,0,0
1,3,0.333333333333333,11545068,FALSE,0,0
8,10,0.8,1175164,FALSE,0,0
65,72,0.902777777777778,309916,FALSE,0,0
3218,3546,0.907501410039481,855,TRUE,0,0
22,34,0.647058823529412,35129495,FALSE,0,0
19,22,0.863636363636364,1051377,FALSE,0,0
89,100,0.89,1006336,FALSE,0,0
369,513,0.719298245614035,26259,FALSE,0,0
17,22,0.772727272727273,1703297,FALSE,0,0
0,0,0,34179504,FALSE,0,0
67,82,0.817073170731707,235723,FALSE,0,0
2,8,0.25,34822496,FALSE,0,0
1,1,1,11200794,FALSE,0,0
0,0,0,12187367,FALSE,0,0
22,25,0.88,1578068,FALSE,0,0
58,136,0.426470588235294,1492693,FALSE,0,0
8,9,0.888888888888889,5561489,FALSE,0,0
0,0,0,12277948,FALSE,0,0
207,246,0.841463414634146,108633,FALSE,0,0
78,95,0.821052631578947,466019,FALSE,0,0
243,273,0.89010989010989,105432,FALSE,0,0
142,172,0.825581395348837,1139142,FALSE,0,0
6,12,0.5,1518877,FALSE,0,0
2,2,1,2067568,FALSE,0,0
34,38,0.894736842105263,313864,FALSE,0,0
2092,2628,0.796042617960426,1492,TRUE,0,1
15,15,1,3681227,FALSE,0,0
146,179,0.815642458100559,148038,FALSE,0,0
0,0,0,25110099,FALSE,0,0
0,0,0,7848094,FALSE,0,0
1,1,1,10468264,FALSE,0,0
0,0,0,26682145,FALSE,0,0
41,56,0.732142857142857,603512,FALSE,0,0
0,2,0,11706101,FALSE,0,0
2,3,0.666666666666667,4362650,FALSE,0,0
0,0,0,6994652,FALSE,0,0
8,9,0.888888888888889,277152,FALSE,0,0
53,55,0.963636363636364,589130,FALSE,0,0
0,0,0,6955935,FALSE,0,0
7,11,0.636363636363636,25802030,FALSE,0,0
104,148,0.702702702702703,1436456,FALSE,0,0
1,15,0.0666666666666667,35334249,FALSE,0,0
0,0,0,24874808,FALSE,0,0
616,674,0.913946587537092,59311,TRUE,0,1
0,0,0,34216086,FALSE,0,0
3,3,1,2181483,FALSE,0,0
52,57,0.912280701754386,1960114,FALSE,0,0
9,10,0.9,2222395,FALSE,0,0
111,141,0.787234042553192,220960,FALSE,0,0
8,10,0.8,2098787,FALSE,0,0
25,30,0.833333333333333,2074599,FALSE,0,0
1,1,1,18224838,FALSE,0,0
2752,3511,0.783822272856736,8492,TRUE,0,1
1,1,1,3215912,FALSE,0,0
777,1044,0.744252873563218,34104,TRUE,0,1
1,2,0.5,3228537,FALSE,0,0
888,1174,0.756388415672913,26454,TRUE,0,1
4,4,1,2662674,FALSE,0,0
2,2,1,8519234,FALSE,0,0
6,7,0.857142857142857,2827393,FALSE,0,0
69,89,0.775280898876405,1753820,FALSE,0,0
4,12,0.333333333333333,34969242,FALSE,0,0
4,5,0.8,1351299,FALSE,0,0
30,37,0.810810810810811,786396,FALSE,0,0
1,1,1,8022630,FALSE,0,0
40,52,0.769230769230769,965991,FALSE,0,0
2,4,0.5,25204373,FALSE,0,0
13,14,0.928571428571429,4007985,FALSE,0,0
25,33,0.757575757575758,377583,FALSE,0,0
0,0,0,13101596,FALSE,0,0
4,5,0.8,1295378,FALSE,0,0
2,4,0.5,6701830,FALSE,0,0
9,10,0.9,1420027,FALSE,0,0
2,2,1,10303030,FALSE,0,0
0,0,0,23287004,FALSE,0,0
4447,5126,0.867538041357784,808,TRUE,0,1
1,1,1,13379772,FALSE,0,0
3991,4441,0.898671470389552,740,TRUE,0,1
0,0,0,30763016,FALSE,0,0
0,1,0,4718008,FALSE,0,0
1,1,1,10980005,FALSE,0,0
3,4,0.75,2832448,FALSE,0,0
15,19,0.789473684210526,1190859,FALSE,0,0
0,0,0,19288582,FALSE,0,0
34,35,0.971428571428571,183797,FALSE,0,0
9,10,0.9,512075,FALSE,0,0
2,2,1,3482834,FALSE,0,0
0,0,0,22506800,FALSE,0,0
0,0,0,22074437,FALSE,0,0
224,262,0.854961832061069,177613,FALSE,0,0
1474,1650,0.893333333333333,25593,FALSE,0,0
0,0,0,4093133,FALSE,0,0
19,21,0.904761904761905,34437646,FALSE,0,0
56,62,0.903225806451613,155375,FALSE,0,0
0,0,0,23304309,FALSE,0,0
136,203,0.669950738916256,116906,FALSE,0,0
1658,2107,0.786900806834362,15272,TRUE,0,1
27,29,0.931034482758621,2482401,FALSE,0,0
1,3,0.333333333333333,3740487,FALSE,0,0
2,2,1,1516263,FALSE,0,0
0,0,0,11183822,FALSE,0,0
0,0,0,28055426,FALSE,0,0
35,60,0.583333333333333,2429064,FALSE,0,0
13,13,1,16337694,FALSE,0,0
5,8,0.625,2540835,FALSE,0,0
11,18,0.611111111111111,2759258,FALSE,0,0
358,405,0.883950617283951,243352,FALSE,0,0
10,12,0.833333333333333,8175100,FALSE,0,0
4,7,0.571428571428571,12165441,FALSE,0,0
18,21,0.857142857142857,1221680,FALSE,0,0
2,9,0.222222222222222,7017645,FALSE,0,0
29,33,0.878787878787879,275479,FALSE,0,0
0,1,0,12115275,FALSE,0,0
451,495,0.911111111111111,113105,FALSE,0,0
0,0,0,22525605,FALSE,0,0
49,74,0.662162162162162,1601986,FALSE,0,0
0,11,0,35331044,FALSE,0,0
324,341,0.950146627565982,13783,FALSE,0,0
25,31,0.806451612903226,235562,FALSE,0,0
3,9,0.333333333333333,26120727,FALSE,0,0
38,45,0.844444444444444,543912,FALSE,0,0
251,365,0.687671232876712,80474,TRUE,0,1
1,6,0.166666666666667,34663748,FALSE,0,0
72,82,0.878048780487805,540786,FALSE,0,0
57,64,0.890625,207486,FALSE,0,0
1,1,1,5311474,FALSE,0,0
0,0,0,10776924,FALSE,0,0
0,0,0,19125019,FALSE,0,0
90,169,0.532544378698225,802576,FALSE,0,0
10,11,0.909090909090909,645554,FALSE,0,0
0,0,0,12343609,FALSE,0,0
27,28,0.964285714285714,1582851,FALSE,0,0
6,9,0.666666666666667,2415555,FALSE,0,0
1,2,0.5,8062807,FALSE,0,0
37,58,0.637931034482759,25065913,FALSE,0,0
0,0,0,14010415,FALSE,0,0
38,46,0.826086956521739,186406,FALSE,0,0
17,21,0.80952380952381,1084344,FALSE,0,0
0,0,0,25610303,FALSE,0,0
0,0,0,26789024,FALSE,0,0
3,8,0.375,34812621,FALSE,0,0
34,45,0.755555555555556,424044,FALSE,0,0
0,0,0,13109348,FALSE,0,0
0,0,0,28930979,FALSE,0,0
119,135,0.881481481481482,2414131,FALSE,0,0
7,15,0.466666666666667,481224,FALSE,0,0
94,101,0.930693069306931,97963,FALSE,0,0
24,35,0.685714285714286,3729333,FALSE,0,0
0,0,0,8058806,FALSE,0,0
2,8,0.25,2929754,FALSE,0,0
2,2,1,2027332,FALSE,0,0
18,24,0.75,330196,FALSE,0,0
353,397,0.889168765743073,14567,FALSE,0,0
2254,2850,0.790877192982456,8438,TRUE,0,1
21,30,0.7,2143821,FALSE,0,0
1,2,0.5,3675247,FALSE,0,0
119,207,0.57487922705314,102067,FALSE,0,0
2521,3263,0.77260190009194,2193,TRUE,0,1
11,17,0.647058823529412,1853136,FALSE,0,0
6287,7199,0.873315738296986,578,TRUE,0,1
6,7,0.857142857142857,2241577,FALSE,0,0
1,2,0.5,28384338,FALSE,0,0
98,128,0.765625,113040,FALSE,0,0
19,22,0.863636363636364,1889916,FALSE,0,0
14,35,0.4,35125073,FALSE,0,0
6,8,0.75,3015113,FALSE,0,0
26,29,0.896551724137931,282927,FALSE,0,0
0,0,0,26645699,FALSE,0,0
12,23,0.521739130434783,1656686,FALSE,0,0
0,0,0,8812271,FALSE,0,0
16,20,0.8,2335637,FALSE,0,0
0,1,0,34440081,FALSE,0,0
16,25,0.64,689509,FALSE,0,0
14,37,0.378378378378378,35225248,FALSE,0,0
1,7,0.142857142857143,35224937,FALSE,0,0
20,26,0.769230769230769,1095420,FALSE,0,0
7,11,0.636363636363636,1130096,FALSE,0,0
63,82,0.768292682926829,207305,FALSE,0,0
11,20,0.55,7509664,FALSE,0,0
0,0,0,23832202,FALSE,0,0
0,0,0,8363766,FALSE,0,0
0,0,0,4019722,FALSE,0,0
455,506,0.899209486166008,7460,FALSE,0,0
27,33,0.818181818181818,4470516,FALSE,0,0
11,14,0.785714285714286,16844208,FALSE,0,0
0,0,0,11342798,FALSE,0,0
0,0,0,27721913,FALSE,0,0
2,17,0.117647058823529,24874896,FALSE,0,0
487,514,0.947470817120623,70238,FALSE,0,0
2,4,0.5,2875883,FALSE,0,0
1296,1454,0.891334250343879,1832,FALSE,0,0
329,479,0.686847599164927,489767,FALSE,0,0
2332,2600,0.896923076923077,1783,TRUE,0,1
6,7,0.857142857142857,5225584,FALSE,0,0
2,2,1,5957091,FALSE,0,0
1,2,0.5,5477438,FALSE,0,0
7,17,0.411764705882353,1107230,FALSE,0,0
5821,6659,0.874155278570356,999,TRUE,0,1
0,0,0,12755411,FALSE,0,0
6281,6967,0.901535811683651,306,TRUE,0,1
1852,2189,0.846048423937871,2539,FALSE,0,0
2,2,1,1162417,FALSE,0,0
14,20,0.7,878453,FALSE,0,0
23,36,0.638888888888889,2553546,FALSE,0,0
27,27,1,3876973,FALSE,0,0
1,2,0.5,2529477,FALSE,0,0
0,0,0,19989472,FALSE,0,0
86,93,0.924731182795699,1403596,FALSE,0,0
0,0,0,25127863,FALSE,0,0
0,0,0,25195356,FALSE,0,0
0,0,0,10864972,FALSE,0,0
133,142,0.936619718309859,84591,FALSE,0,0
0,0,0,25474354,FALSE,0,0
9,13,0.692307692307692,780805,FALSE,0,0
12,23,0.521739130434783,1192732,FALSE,0,0
127,153,0.830065359477124,70995,FALSE,0,0
16,22,0.727272727272727,2112922,FALSE,0,0
50,62,0.806451612903226,416844,FALSE,0,0
3,6,0.5,1900361,FALSE,0,0
160,192,0.833333333333333,63081,FALSE,0,0
6,8,0.75,975873,FALSE,0,0
0,0,0,21025711,FALSE,0,0
6,22,0.272727272727273,34557376,FALSE,0,0
60,98,0.612244897959184,420070,FALSE,0,0
4409,5107,0.863324848247503,3035,TRUE,0,1
5,9,0.555555555555556,8148396,FALSE,0,0
97,115,0.843478260869565,559907,FALSE,0,0
6,13,0.461538461538462,2479322,FALSE,0,0
0,0,0,9579037,FALSE,0,0
33,34,0.970588235294118,3447016,FALSE,0,0
46,62,0.741935483870968,645767,FALSE,0,0
10,13,0.769230769230769,943613,FALSE,0,0
855,984,0.86890243902439,242461,FALSE,0,0
0,0,0,19098433,FALSE,0,0
220,267,0.823970037453184,120912,FALSE,0,0
9,27,0.333333333333333,35339341,FALSE,0,0
0,0,0,34338860,FALSE,0,0
57,68,0.838235294117647,12332703,FALSE,0,0
9,11,0.818181818181818,1408044,FALSE,0,0
159,191,0.832460732984293,948186,FALSE,0,0
0,1,0,34802529,FALSE,0,0
516,707,0.72984441301273,52625,FALSE,0,0
111,144,0.770833333333333,169645,FALSE,0,0
2504,2910,0.860481099656357,1819,TRUE,0,1
47,53,0.886792452830189,912358,FALSE,0,0
17,29,0.586206896551724,1616144,FALSE,0,0
9,14,0.642857142857143,1439616,FALSE,0,0
0,2,0,12487735,FALSE,0,0
0,0,0,20770449,FALSE,0,0
15,25,0.6,727008,FALSE,0,0
1,1,1,18821745,FALSE,0,0
24,38,0.631578947368421,1581194,FALSE,0,0
57,65,0.876923076923077,139291,FALSE,0,0
1,2,0.5,7247226,FALSE,0,0
22,28,0.785714285714286,455382,FALSE,0,0
4,4,1,11144550,FALSE,0,0
0,0,0,25494331,FALSE,0,0
4584,5190,0.883236994219653,638,TRUE,0,1
1,1,1,16258050,FALSE,0,0
6891,7531,0.915017925906254,503,TRUE,0,0
112,151,0.741721854304636,309156,FALSE,0,0
22,30,0.733333333333333,2024754,FALSE,0,0
167,210,0.795238095238095,127445,FALSE,0,0
0,0,0,20822995,FALSE,0,0
61,68,0.897058823529412,394952,FALSE,0,0
1093,1248,0.875801282051282,43195,TRUE,0,1
131,164,0.798780487804878,244428,FALSE,0,0
12,24,0.5,1026204,FALSE,0,0
4,15,0.266666666666667,35216912,FALSE,0,0
0,1,0,9645232,FALSE,0,0
0,1,0,13416180,FALSE,0,0
60,62,0.967741935483871,164462,FALSE,0,0
3,3,1,4653626,FALSE,0,0
13,15,0.866666666666667,1006175,FALSE,0,0
1,2,0.5,3604118,FALSE,0,0
0,0,0,9314847,FALSE,0,0
33,35,0.942857142857143,715779,FALSE,0,0
21,25,0.84,1610150,FALSE,0,0
0,0,0,21855228,FALSE,0,0
2054,2200,0.933636363636364,881072,FALSE,0,0
10,10,1,2613799,FALSE,0,0
8,11,0.727272727272727,3808324,FALSE,0,0
0,0,0,11762532,FALSE,0,0
238,316,0.753164556962025,584194,FALSE,0,0
10,11,0.909090909090909,2012122,FALSE,0,0
1,1,1,4919240,FALSE,0,0
38,71,0.535211267605634,1150146,FALSE,0,0
37,45,0.822222222222222,1816484,FALSE,0,0
12,16,0.75,814039,FALSE,0,0
0,0,0,17362733,FALSE,0,0
178,224,0.794642857142857,101716,FALSE,0,0
19,20,0.95,2816462,FALSE,0,0
10,12,0.833333333333333,21391361,FALSE,0,0
880,932,0.944206008583691,1729,FALSE,0,0
0,0,0,11671255,FALSE,0,0
46,53,0.867924528301887,806745,FALSE,0,0
622,852,0.730046948356808,31023,TRUE,0,1
9,10,0.9,905023,FALSE,0,0
3,4,0.75,15233068,FALSE,0,0
180,216,0.833333333333333,53188,FALSE,0,0
115,139,0.827338129496403,324886,FALSE,0,0
11,17,0.647058823529412,7317098,FALSE,0,0
69,178,0.387640449438202,34130910,FALSE,0,0
43,50,0.86,358981,FALSE,0,0
488,532,0.917293233082707,24943,FALSE,0,0
0,0,0,27018729,FALSE,0,0
226,260,0.869230769230769,40134,FALSE,0,0
43,51,0.843137254901961,856046,FALSE,0,0
0,0,0,26983959,FALSE,0,0
1604,1748,0.917620137299771,4817,FALSE,0,0
67,142,0.471830985915493,34783199,FALSE,0,0
0,0,0,17621575,FALSE,0,0
63,79,0.79746835443038,497074,FALSE,0,0
4,6,0.666666666666667,2219867,FALSE,0,0
3093,3685,0.839348710990502,2362,TRUE,0,1
0,0,0,14941068,FALSE,0,0
0,0,0,13543158,FALSE,0,0
12,18,0.666666666666667,2902517,FALSE,0,0
26,31,0.838709677419355,613810,FALSE,0,0
0,0,0,7894737,FALSE,0,0
0,2,0,22936568,FALSE,0,0
33,36,0.916666666666667,2987928,FALSE,0,0
3,6,0.5,5103125,FALSE,0,0
0,0,0,21540643,FALSE,0,0
2220,3224,0.688585607940447,6712,TRUE,0,1
20,56,0.357142857142857,35346031,FALSE,0,0
0,1,0,34473198,FALSE,0,0
7,8,0.875,4601992,FALSE,0,0
74,113,0.654867256637168,426353,FALSE,0,0
5,7,0.714285714285714,21165098,FALSE,0,0
0,0,0,6798655,FALSE,0,0
13,16,0.8125,1626897,FALSE,0,0
4,9,0.444444444444444,4578629,FALSE,0,0
258,298,0.865771812080537,93911,FALSE,0,0
9,9,1,4947814,FALSE,0,0
0,0,0,23984239,FALSE,0,0
0,0,0,12108810,FALSE,0,0
38,44,0.863636363636364,330029,FALSE,0,0
0,0,0,25750094,FALSE,0,0
0,0,0,5096251,FALSE,0,0
59,60,0.983333333333333,6735089,FALSE,0,0
0,0,0,25185436,FALSE,0,0
76,89,0.853932584269663,3527990,FALSE,0,0
2,2,1,3264702,FALSE,0,0
20,27,0.740740740740741,245466,FALSE,0,0
121,142,0.852112676056338,486317,FALSE,0,0
28,32,0.875,456490,FALSE,0,0
29,41,0.707317073170732,448628,FALSE,0,0
0,0,0,17773780,FALSE,0,0
0,1,0,14747800,FALSE,0,0
1,2,0.5,5081486,FALSE,0,0
94,118,0.796610169491525,569768,FALSE,0,0
877,1095,0.800913242009132,20928,TRUE,0,1
16,32,0.5,4536654,FALSE,0,0
0,0,0,7505691,FALSE,0,0
1,2,0.5,7489684,FALSE,0,0
286,325,0.88,531448,FALSE,0,0
0,0,0,24305389,FALSE,0,0
86,104,0.826923076923077,243317,FALSE,0,0
7,7,1,894569,FALSE,0,0
1,1,1,19682665,FALSE,0,0
153,221,0.692307692307692,35346689,FALSE,0,0
34,46,0.739130434782609,6734537,FALSE,0,0
307,364,0.843406593406593,37793,FALSE,0,0
139,155,0.896774193548387,53133,FALSE,0,0
21,32,0.65625,2128413,FALSE,0,0
37,43,0.86046511627907,309305,FALSE,0,0
315,391,0.805626598465473,15271,FALSE,0,0
0,0,0,20916804,FALSE,0,0
45,57,0.789473684210526,256202,FALSE,0,0
3,3,1,19668788,FALSE,0,0
25,25,1,851412,FALSE,0,0
4,14,0.285714285714286,34358235,FALSE,0,0
15,19,0.789473684210526,18707725,FALSE,0,0
20,34,0.588235294117647,732901,FALSE,0,0
32,37,0.864864864864865,324823,FALSE,0,0
2,3,0.666666666666667,2766469,FALSE,0,0
7,8,0.875,892792,FALSE,0,0
0,0,0,27773372,FALSE,0,0
87,119,0.73109243697479,245570,FALSE,0,0
266,316,0.841772151898734,46512,FALSE,0,0
0,1,0,6023093,FALSE,0,0
20,46,0.434782608695652,34959959,FALSE,0,0
115,163,0.705521472392638,90265,FALSE,0,0
0,1,0,21764076,FALSE,0,0
0,0,0,13714872,FALSE,0,0
120,180,0.666666666666667,35322604,FALSE,0,0
0,0,0,21081672,FALSE,0,0
4,9,0.444444444444444,34501440,FALSE,0,0
215,284,0.757042253521127,103357,FALSE,0,0
721,909,0.793179317931793,9208,TRUE,0,1
7,15,0.466666666666667,4797688,FALSE,0,0
35,39,0.897435897435897,346890,FALSE,0,0
63,99,0.636363636363636,1227241,FALSE,0,0
3,3,1,2938174,FALSE,0,0
26,30,0.866666666666667,546825,FALSE,0,0
69,70,0.985714285714286,673750,FALSE,0,0
33,47,0.702127659574468,1282541,FALSE,0,0
0,0,0,22656361,FALSE,0,0
35,40,0.875,125239,FALSE,0,0
3,5,0.6,4387593,FALSE,0,0
8,10,0.8,1023655,FALSE,0,0
1892,2133,0.887013595874355,3766,TRUE,0,1
13,37,0.351351351351351,35240830,FALSE,0,0
1,1,1,12473531,FALSE,0,0
17,20,0.85,2120801,FALSE,0,0
36,56,0.642857142857143,311060,FALSE,0,0
20,33,0.606060606060606,1941448,FALSE,0,0
0,0,0,25658140,FALSE,0,0
5,8,0.625,34406854,FALSE,0,0
0,0,0,29515398,FALSE,0,0
1,1,1,2803022,FALSE,0,0
0,0,0,6737163,FALSE,0,0
807,934,0.864025695931477,101808,FALSE,0,0
0,0,0,26547727,FALSE,0,0
0,0,0,10105517,FALSE,0,0
39,65,0.6,902184,FALSE,0,0
57,62,0.919354838709677,2850625,FALSE,0,0
5,7,0.714285714285714,2721643,FALSE,0,0
7,7,1,2132989,FALSE,0,0
717,905,0.792265193370166,14802,TRUE,0,1
0,0,0,23993963,FALSE,0,0
24929,27050,0.921589648798521,22,TRUE,0,0
1296,1454,0.891334250343879,1832,FALSE,0,0
9,15,0.6,2208207,FALSE,0,0
0,0,0,11262502,FALSE,0,0
29,35,0.828571428571429,2844646,FALSE,0,0
2,3,0.666666666666667,10168961,FALSE,0,0
14,18,0.777777777777778,1142649,FALSE,0,0
88,91,0.967032967032967,163310,FALSE,0,0
1,1,1,5273784,FALSE,0,0
11,13,0.846153846153846,2934819,FALSE,0,0
